ISIN,Name,Listed_In,BSE_Symbol,NSE_Symbol,search query
INE807F01027,VIYASH SCIENTIFIC LIMITED,"BSE, NSE",VIYASH,VIYASH,VIYASH SCIENTIFIC LIMITED investor relations
INE807H01023,MARBLE CITY INDIA LIMITED,BSE,MARBLE,,MARBLE CITY INDIA LIMITED investor relations
INE807K01035,S Chand And Company Limited,"BSE, NSE",SCHAND,SCHAND,S Chand And Company Limited investor relations
INE807M01031,TITAN INTECH LIMITED,BSE,TITANIN,,TITAN INTECH LIMITED investor relations
INE808A01018,VALSON INDUSTRIES LTD.,BSE,VALSONQ,,VALSON INDUSTRIES LTD. investor relations
INE809A01032,RAMA PHOSPHATES LTD.,"BSE, NSE",RAMAPHO,RAMAPHO,RAMA PHOSPHATES LTD. investor relations
INE809B01014,POLYMECHPLAST MACHINES LTD.,BSE,POLYCHMP,,POLYMECHPLAST MACHINES LTD. investor relations
INE809E01018,POONA DAL & OIL INDUSTRIES LTD,BSE,POONADAL,,POONA DAL & OIL INDUSTRIES LTD investor relations
INE809I01019,ONMOBILE,"BSE, NSE",ONMOBILE,ONMOBILE,ONMOBILE investor relations
INE809Q01020,GHV INFRA PROJECTS LIMITED,BSE,GHVINFRA,,GHV INFRA PROJECTS LIMITED investor relations
INE810C01044,VENTURA TEXTILES LTD.,BSE,VENTURA,,VENTURA TEXTILES LTD. investor relations
INE810G01011,Shyam Metalics and Energy Limi,"BSE, NSE",SHYAMMETL,SHYAMMETL,Shyam Metalics and Energy Limi investor relations
INE810M01019,ASIAN PETROPRODUCTS & EXPORTS,BSE,ASINPET,,ASIAN PETROPRODUCTS & EXPORTS investor relations
INE811A01020,KIRLOSKAR PNEUMATIC CO.LTD.,"BSE, NSE",KIRLPNU,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD. investor relations
INE811B01010,T & I GLOBAL LTD.,BSE,TIGLOB,,T & I GLOBAL LTD. investor relations
INE811D01024,MONOTYPE INDIA LTD.,BSE,MONOT,,MONOTYPE INDIA LTD. investor relations
INE811H01017,RIBA TEXTILES LTD.,BSE,RIBATEX,,RIBA TEXTILES LTD. investor relations
INE811K01011,PRESTIGE ESTATES PROJECTS LTD.,"BSE, NSE",PRESTIGE,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD. investor relations
INE812B01026,ZENITH HEALTH CARE LTD.,BSE,ZENITHHE,,ZENITH HEALTH CARE LTD. investor relations
INE812G01025,SMS PHARMACEUTICALS LTD.,"BSE, NSE",SMSPHARMA,SMSPHARMA,SMS PHARMACEUTICALS LTD. investor relations
INE812K01027,NYSSA CORPORATION LIMITED,BSE,NYSSACORP,,NYSSA CORPORATION LIMITED investor relations
INE812Q01016,TIRUPATI INNOVAR LIMITED,BSE,TIRUPATIIN,,TIRUPATI INNOVAR LIMITED investor relations
INE812S01012,OVOBEL FOODS LTD.,BSE,OVOBELE,,OVOBEL FOODS LTD. investor relations
INE813A01018,MAHINDRA LIFESPACE DEVELOPERS,"BSE, NSE",MAHLIFE,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS investor relations
INE813B01016,PHOTOQUIP INDIA LTD.,BSE,PHOTOQUP,,PHOTOQUIP INDIA LTD. investor relations
INE813G01023,KAYCEE INDUSTRIES LTD.,BSE,KAYCEEI,,KAYCEE INDUSTRIES LTD. investor relations
INE813H01021,TORRENT POWER LTD.,"BSE, NSE",TORNTPOWER,TORNTPOWER,TORRENT POWER LTD. investor relations
INE813V01022,Madhav Copper Limited,NSE,,MCL,Madhav Copper Limited investor relations
INE814D01010,OMNITEX INDUSTRIES (INDIA) LTD,BSE,OMNITEX,,OMNITEX INDUSTRIES (INDIA) LTD investor relations
INE814H01029,ADANI POWER LTD.,"BSE, NSE",ADANIPOWER,ADANIPOWER,ADANI POWER LTD. investor relations
INE814L01013,PERFECT-OCTAVE MEDIA PROJECTS,BSE,OCTAVE,,PERFECT-OCTAVE MEDIA PROJECTS investor relations
INE816B01035,FILATEX INDIA LTD.,"BSE, NSE",FILATEX,FILATEX,FILATEX INDIA LTD. investor relations
INE817B01025,KERALA AYURVEDA LTD.,BSE,KERALAYUR,,KERALA AYURVEDA LTD. investor relations
INE818A01017,Antelopus Selan Energy Limited,"BSE, NSE",ANTELOPUS,ANTELOPUS,Antelopus Selan Energy Limited investor relations
INE818B01023,PASUPATI ACRYLON LTD.,"BSE, NSE",PASUPTAC,PASUPTAC,PASUPATI ACRYLON LTD. investor relations
INE818D01011,Promact Plastics Limited,BSE,PROMACT,,Promact Plastics Limited investor relations
INE818H01020,LT FOODS LTD.,"BSE, NSE",LTFOODS,LTFOODS,LT FOODS LTD. investor relations
INE818R01011,ISHAAN INFRASTRUCTURE AND SHEL,BSE,IISL,,ISHAAN INFRASTRUCTURE AND SHEL investor relations
INE818W01011,ESAF Small Finance Bank Ltd,"BSE, NSE",ESAFSFB,ESAFSFB,ESAF Small Finance Bank Ltd investor relations
INE819A01049,COMFORT INTECH LTD.,BSE,COMFINTE,,COMFORT INTECH LTD. investor relations
INE819C01011,BIHAR SPONGE IRON LTD.,BSE,BIHSPONG,,BIHAR SPONGE IRON LTD. investor relations
INE819G01012,TRADEWELL HOLDINGS LIMITED,BSE,TRADEWELL,,TRADEWELL HOLDINGS LIMITED investor relations
INE819K01014,Aastamangalam Finance Limited,BSE,AASTAFIN,,Aastamangalam Finance Limited investor relations
INE819L01012,Elgi Rubber Company Limited,NSE,,ELGIRUBCO,Elgi Rubber Company Limited investor relations
INE819S01025,Zeal Aqua Limited,BSE,ZEAL,,Zeal Aqua Limited investor relations
INE819V01029,Aditya Infotech Limited,"BSE, NSE",CPPLUS,CPPLUS,Aditya Infotech Limited investor relations
INE820M01018,Kairosoft AI Solutions Limited,BSE,VOLKAI,,Kairosoft AI Solutions Limited investor relations
INE820Y01021,Ajooni Biotech Limited,NSE,,AJOONI,Ajooni Biotech Limited investor relations
INE821D01031,RANDER CORPORATION LTD.,BSE,RANDER,,RANDER CORPORATION LTD. investor relations
INE821I01022,IRB INFRASTRUCTURE DEVELOPERS,"BSE, NSE",IRB,IRB,IRB INFRASTRUCTURE DEVELOPERS investor relations
INE822B01017,ASIAN TEA & EXPORTS LTD.,BSE,ASIANTNE,,ASIAN TEA & EXPORTS LTD. investor relations
INE822C01015,TCPL PACKAGING LTD.,"BSE, NSE",TCPLPACK,TCPLPACK,TCPL PACKAGING LTD. investor relations
INE822D01021,RASI ELECTRODES LTD.,BSE,RASIELEC,,RASI ELECTRODES LTD. investor relations
INE822E01011,SUPREME HOLDINGS & HOSPITALITY,"BSE, NSE",SUPREME,SUPREME,SUPREME HOLDINGS & HOSPITALITY investor relations
INE822G01016,ELECTROTHERM (INDIA) LTD.,"BSE, NSE",ELECTHERM,ELECTHERM,ELECTROTHERM (INDIA) LTD. investor relations
INE822Q01015,Survottam Finvest Ltd.,BSE,SARVOTTAM,,Survottam Finvest Ltd. investor relations
INE823A01017,KOTHARI PRODUCTS LTD.,"BSE, NSE",KOTHARIPRO,KOTHARIPRO,KOTHARI PRODUCTS LTD. investor relations
INE823B01015,COMPETENT AUTOMOBILES CO.LTD.,BSE,COMPEAU,,COMPETENT AUTOMOBILES CO.LTD. investor relations
INE823D01011,YASH INNOVENTURES LIMITED,BSE,YASHINNO,,YASH INNOVENTURES LIMITED investor relations
INE823G01014,J.K.CEMENT LTD.,"BSE, NSE",JKCEMENT,JKCEMENT,J.K.CEMENT LTD. investor relations
INE824G01012,JSW HOLDINGS LIMITED,"BSE, NSE",JSWHL,JSWHL,JSW HOLDINGS LIMITED investor relations
INE824Q01011,Manaksia Steels Limited,"BSE, NSE",MANAKSTEEL,MANAKSTEEL,Manaksia Steels Limited investor relations
INE825A01020,VARDHMAN TEXTILES LTD.,"BSE, NSE",VTL,VTL,VARDHMAN TEXTILES LTD. investor relations
INE825B01010,J.A. Finance Limited,BSE,JAFINANCE,,J.A. Finance Limited investor relations
INE825C01018,N.G.INDUSTRIES LTD.,BSE,NGIND,,N.G.INDUSTRIES LTD. investor relations
INE825D01016,Shahi Shipping Limited,BSE,SHAHISHIP,,Shahi Shipping Limited investor relations
INE825V01034,Vedant Fashions Limited,"BSE, NSE",MANYAVAR,MANYAVAR,Vedant Fashions Limited investor relations
INE826B01018,INDIAN TONERS & DEVELOPERS LTD,BSE,INDTONER,,INDIAN TONERS & DEVELOPERS LTD investor relations
INE826C01016,GUJARAT APOLLO INDUSTRIES LTD.,"BSE, NSE",GUJAPOLLO,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD. investor relations
INE827D01020,Sri Chakra Cement Limited,BSE,SRICC,,Sri Chakra Cement Limited investor relations
INE828A01016,BHARTIYA INTERNATIONAL LTD.,"BSE, NSE",BIL,BIL,BHARTIYA INTERNATIONAL LTD. investor relations
INE828G01013,FACOR ALLOYS LTD.,BSE,FACORALL,,FACOR ALLOYS LTD. investor relations
INE828I01019,MEDIAONE GLOBAL ENTERTAINMENT,BSE,MEDIAONE,,MEDIAONE GLOBAL ENTERTAINMENT investor relations
INE828O01033,MITCON Consultancy & Engineering Services Limited,NSE,,MITCON,MITCON Consultancy & Engineering Services Limited investor relations
INE829A01014,BIOFIL CHEMICALS & PHARMACEUTI,"BSE, NSE",BIOFILCHEM,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTI investor relations
INE829P01020,Amba Enterprises Ltd.,BSE,AEL,,Amba Enterprises Ltd. investor relations
INE829S01016,Mangalam Seeds Limited,BSE,MSL,,Mangalam Seeds Limited investor relations
INE830A01012,CIL SECURITIES LTD.,BSE,CILSEC,,CIL SECURITIES LTD. investor relations
INE830C01026,EMAMI PAPER MILLS LTD.,"BSE, NSE",EMAMIPAP,EMAMIPAP,EMAMI PAPER MILLS LTD. investor relations
INE830Q01018,Manaksia Coated Metals & Indus,"BSE, NSE",MANAKCOAT,MANAKCOAT,Manaksia Coated Metals & Indus investor relations
INE830S01014,DARJEELING INDUSTRIIES LIMITED,BSE,DARJEELING,,DARJEELING INDUSTRIIES LIMITED investor relations
INE831A01028,MIRC ELECTRONICS LTD.,"BSE, NSE",MIRCELECTR,MIRCELECTR,MIRC ELECTRONICS LTD. investor relations
INE831C01016,ASHISH POLYPLAST LTD.,BSE,ASHISHPO,,ASHISH POLYPLAST LTD. investor relations
INE832A01018,MODI RUBBER LTD.,"BSE, NSE",MODIRUBBER,MODIRUBBER,MODI RUBBER LTD. investor relations
INE832D01020,HINDOOSTAN MILLS LTD.,BSE,HINDMILL,,HINDOOSTAN MILLS LTD. investor relations
INE833A01016,ADC INDIA COMMUNICATIONS LIMIT,BSE,ADCINDIA,,ADC INDIA COMMUNICATIONS LIMIT investor relations
INE833Q01012,Mittal Sections Limited,BSE,MITTALSTL,,Mittal Sections Limited investor relations
INE834B01012,PCS TECHNOLOGY LTD.,BSE,PCS,,PCS TECHNOLOGY LTD. investor relations
INE834D01018,Vipul Organics Limited,BSE,VIPULORG,,Vipul Organics Limited investor relations
INE834I01025,Khadim India Limited,"BSE, NSE",KHADIM,KHADIM,Khadim India Limited investor relations
INE834M01019,RATTANINDIA ENTERPRISES LIMITE,"BSE, NSE",RTNINDIA,RTNINDIA,RATTANINDIA ENTERPRISES LIMITE investor relations
INE835A01029,VARDHMAN POLYTEX LTD.,"BSE, NSE",VARDMNPOLY,VARDMNPOLY,VARDHMAN POLYTEX LTD. investor relations
INE835B01035,MOLD-TEK TECHNOLOGIES LTD.,"BSE, NSE",MOLDTECH,MOLDTECH,MOLD-TEK TECHNOLOGIES LTD. investor relations
INE835D01023,HIND RECTIFIERS LTD.,"BSE, NSE",HIRECT,HIRECT,HIND RECTIFIERS LTD. investor relations
INE835G01018,Alldigi Tech Limited,"BSE, NSE",ALLDIGI,ALLDIGI,Alldigi Tech Limited investor relations
INE835U01027,NEW LIGHT INDUSTRIES LIMITED,BSE,NEWLIGHT,,NEW LIGHT INDUSTRIES LIMITED investor relations
INE836A01035,BIRLASOFT LIMITED,"BSE, NSE",BSOFT,BSOFT,BIRLASOFT LIMITED investor relations
INE836B01017,SATIN CREDITCARE NETWORK LIMIT,"BSE, NSE",SATIN,SATIN,SATIN CREDITCARE NETWORK LIMIT investor relations
INE836C01015,FRUITION VENTURE LTD,BSE,FRUTION,,FRUITION VENTURE LTD investor relations
INE836F01026,DISH TV INDIA LTD.,"BSE, NSE",DISHTV,DISHTV,DISH TV INDIA LTD. investor relations
INE837B01031,WINSOME TEXTILE INDUSTRIES LTD,BSE,WINSOMTX,,WINSOME TEXTILE INDUSTRIES LTD investor relations
INE837C01013,QGO FINANCE LIMITED,BSE,QGO,,QGO FINANCE LIMITED investor relations
INE837H01020,Advanced Enzyme Technologies L,"BSE, NSE",ADVENZYMES,ADVENZYMES,Advanced Enzyme Technologies L investor relations
INE838B01021,BHARAT RASAYAN LTD.,"BSE, NSE",BHARATRAS,BHARATRAS,BHARAT RASAYAN LTD. investor relations
INE838C01011,SSPDL LTD.,BSE,SSPDL,,SSPDL LTD. investor relations
INE838E01017,PONNI SUGARS (ERODE) LTD.,"BSE, NSE",PONNIERODE,PONNIERODE,PONNI SUGARS (ERODE) LTD. investor relations
INE838Z01012,Palm Jewels Limited,BSE,PALMJEWELS,,Palm Jewels Limited investor relations
INE839A01021,BITS LTD.,BSE,BITS,,BITS LTD. investor relations
INE839E01023,ODYSSEY CORPORATION LTD.,BSE,ODYCORP,,ODYSSEY CORPORATION LTD. investor relations
INE839G01010,Jocil Limited,NSE,,JOCIL,Jocil Limited investor relations
INE839M01018,SCHNEIDER ELECTRIC INFRASTRUCT,"BSE, NSE",SCHNEIDER,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCT investor relations
INE840D01015,ALPINE HOUSING DEVELOPMENT COR,BSE,ALPINEHOU,,ALPINE HOUSING DEVELOPMENT COR investor relations
INE840M01016,ZUARI AGRO CHEMICALS LTD.,"BSE, NSE",ZUARI,ZUARI,ZUARI AGRO CHEMICALS LTD. investor relations
INE840Y01029,One Point One Solutions Limited,NSE,,ONEPOINT,One Point One Solutions Limited investor relations
INE841B01017,INDBANK MERCHANT BANKING SERVI,"BSE, NSE",INDBANK,INDBANK,INDBANK MERCHANT BANKING SERVI investor relations
INE841D01013,AMAL LTD.,BSE,AMAL,,AMAL LTD. investor relations
INE841L01016,DEE DEVELOPMENT ENGINEERS LIMI,"BSE, NSE",DEEDEV,DEEDEV,DEE DEVELOPMENT ENGINEERS LIMI investor relations
INE841Y01019,Jhandewalas Foods Limited,BSE,JFL,,Jhandewalas Foods Limited investor relations
INE842B01015,FORTIS MALAR HOSPITALS LIMITED,BSE,FORTISMLR,,FORTIS MALAR HOSPITALS LIMITED investor relations
INE842C01021,Minda Corporation Limited,"BSE, NSE",MINDACORP,MINDACORP,Minda Corporation Limited investor relations
INE842D01029,BHARAT AGRI FERT & REALTY LTD.,BSE,BHARATAGRI,,BHARAT AGRI FERT & REALTY LTD. investor relations
INE843B01013,MAHA RASHTRA APEX CORPORATION,"BSE, NSE",MAHAPEXLTD,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION investor relations
INE843D01027,DCM SHRIRAM INDUSTRIES LTD.,"BSE, NSE",DCMSRIND,DCMSRIND,DCM SHRIRAM INDUSTRIES LTD. investor relations
INE843F01014,TRICOM FRUIT PRODUCTS LIMITED,BSE,TRICOMFRU,,TRICOM FRUIT PRODUCTS LIMITED investor relations
INE843L01012,SUPERIOR INDUSTRIAL ENTERPRISE,BSE,SIEL,,SUPERIOR INDUSTRIAL ENTERPRISE investor relations
INE843S01025,Suraj Estate Developers Limite,"BSE, NSE",SURAJEST,SURAJEST,Suraj Estate Developers Limite investor relations
INE844A01013,PEARL POLYMERS LTD.,"BSE, NSE",PEARLPOLY,PEARLPOLY,PEARL POLYMERS LTD. investor relations
INE844C01027,MPIL CORPORATION LTD.,BSE,MPILCORPL,,MPIL CORPORATION LTD. investor relations
INE844D01017,Mitshi India Limited,BSE,MITSHI,,Mitshi India Limited investor relations
INE844K01012,BEDMUTHA INDUSTRIES LTD.,"BSE, NSE",BEDMUTHA,BEDMUTHA,BEDMUTHA INDUSTRIES LTD. investor relations
INE844O01030,Gujarat Gas Limited,"BSE, NSE",GUJGASLTD,GUJGASLTD,Gujarat Gas Limited investor relations
INE845B01018,LIPPI SYSTEMS LTD.,BSE,LIPPISYS,,LIPPI SYSTEMS LTD. investor relations
INE845D01014,GANESHA ECOSPHERE LTD.,"BSE, NSE",GANECOS,GANECOS,GANESHA ECOSPHERE LTD. investor relations
INE846D01012,LORDS CHLORO ALKALI LTD.,"BSE, NSE",LORDSCHLO,LORDSCHLO,LORDS CHLORO ALKALI LTD. investor relations
INE847C01020,ROSSELL INDIA LTD.,"BSE, NSE",ROSSELLIND,ROSSELLIND,ROSSELL INDIA LTD. investor relations
INE847D01010,SHREE PACETRONIX LTD.,BSE,SHREEPAC,,SHREE PACETRONIX LTD. investor relations
INE848A01014,IZMO Limited,"BSE, NSE",IZMO,IZMO,IZMO Limited investor relations
INE848B01012,SPECTRA INDUSTRIES LTD.,BSE,SPECTRA,,SPECTRA INDUSTRIES LTD. investor relations
INE848D01018,V.B.DESAI FINANCIAL SERVICES L,BSE,VBDESAI,,V.B.DESAI FINANCIAL SERVICES L investor relations
INE848E01016,NHPC LTD.,"BSE, NSE",NHPC,NHPC,NHPC LTD. investor relations
INE848M01019,MAPRO INDUSTRIES LTD.,BSE,MAPROIN,,MAPRO INDUSTRIES LTD. investor relations
INE849A01020,TRENT LTD.,"BSE, NSE",TRENT,TRENT,TRENT LTD. investor relations
INE849B01010,ACE SOFTWARE EXPORTS LTD.,BSE,ACESOFT,,ACE SOFTWARE EXPORTS LTD. investor relations
INE849C01026,SHALIMAR PAINTS LTD.,"BSE, NSE",SHALPAINTS,SHALPAINTS,SHALIMAR PAINTS LTD. investor relations
INE849L01019,Ortel Communications Limited,"BSE, NSE",ORTEL,ORTEL,Ortel Communications Limited investor relations
INE850B01026,ABM KNOWLEDGEWARE LTD.,BSE,ABMKNO,,ABM KNOWLEDGEWARE LTD. investor relations
INE850D01014,Godrej Agrovet Limited,"BSE, NSE",GODREJAGRO,GODREJAGRO,Godrej Agrovet Limited investor relations
INE850E01012,Lakshmi Finance & Industrial Corporation Limited,NSE,,LFIC,Lakshmi Finance & Industrial Corporation Limited investor relations
INE850M01015,Northern Arc Capital Ltd.,"BSE, NSE",NORTHARC,NORTHARC,Northern Arc Capital Ltd. investor relations
INE850R01014,Corporate Merchant Bankers Lim,BSE,CMBL,,Corporate Merchant Bankers Lim investor relations
INE851I01011,Updater Services Limited,"BSE, NSE",UDS,UDS,Updater Services Limited investor relations
INE852O01025,Aptus Value Housing Finance In,"BSE, NSE",APTUS,APTUS,Aptus Value Housing Finance In investor relations
INE854B01010,JAYASWAL NECO INDUSTRIES LTD.,"BSE, NSE",JAYNECOIND,JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD. investor relations
INE854D01024,UNITED SPIRITS LTD.,"BSE, NSE",UNITDSPR,UNITDSPR,UNITED SPIRITS LTD. investor relations
INE854S01022,Generic Engineering Constructi,"BSE, NSE",GENCON,GENCON,Generic Engineering Constructi investor relations
INE855A01019,W.H.BRADY & CO.LTD.,BSE,WHBRADY,,W.H.BRADY & CO.LTD. investor relations
INE855B01025,RAIN INDUSTRIES LIMITED,"BSE, NSE",RAIN,RAIN,RAIN INDUSTRIES LIMITED investor relations
INE855C01023,WEBSOL ENERGY SYSTEM LTD.,"BSE, NSE",WEBELSOLAR,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD. investor relations
INE855F01042,BARTRONICS INDIA LTD.,"BSE, NSE",ASMS,ASMS,BARTRONICS INDIA LTD. investor relations
INE855R01021,Radiant Cash Management Servic,"BSE, NSE",RADIANTCMS,RADIANTCMS,Radiant Cash Management Servic investor relations
INE856A01017,BRADY & MORRIS ENGINEERING CO.,BSE,BRADYM,,BRADY & MORRIS ENGINEERING CO. investor relations
INE856B01023,SAVEN TECHNOLOGIES LTD.,BSE,7TEC,,SAVEN TECHNOLOGIES LTD. investor relations
INE856D01011,MADHUSUDAN SECURITIES LTD.,BSE,MADHUSE,,MADHUSUDAN SECURITIES LTD. investor relations
INE857P01021,SHIVAMSHREE BUSINESSES LIMITED,BSE,SBL,,SHIVAMSHREE BUSINESSES LIMITED investor relations
INE858B01029,ISGEC HEAVY ENGINEERING LTD.,"BSE, NSE",ISGEC,ISGEC,ISGEC HEAVY ENGINEERING LTD. investor relations
INE858F01012,NITCO LTD.,"BSE, NSE",NITCO,NITCO,NITCO LTD. investor relations
INE858L01010,Concord Drugs Limited,BSE,CONCORD,,Concord Drugs Limited investor relations
INE858Q01019,Medico Intercontinental Limite,BSE,MIL,,Medico Intercontinental Limite investor relations
INE859A01011,PNB GILTS LTD.,"BSE, NSE",PNBGILTS,PNBGILTS,PNB GILTS LTD. investor relations
INE859Q01017,Manaksia Aluminium Company Ltd,"BSE, NSE",MANAKALUCO,MANAKALUCO,Manaksia Aluminium Company Ltd investor relations
INE860A01027,HCL TECHNOLOGIES LTD.,"BSE, NSE",HCLTECH,HCLTECH,HCL TECHNOLOGIES LTD. investor relations
INE860D01013,SANJIVANI PARANTERAL LTD.,BSE,SANJIVIN,,SANJIVANI PARANTERAL LTD. investor relations
INE860E01011,OBJECTONE INFORMATION SYSTEMS,BSE,OONE,,OBJECTONE INFORMATION SYSTEMS investor relations
INE860T01019,Sab Events & Governance Now Me,"BSE, NSE",SABEVENTS,SABEVENTS,Sab Events & Governance Now Me investor relations
INE861B01023,MOTOR & GENERAL FINANCE LTD.,"BSE, NSE",MOTOGENFIN,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD. investor relations
INE861D01011,SHALIBHADRA FINANCE LTD.,BSE,SAHLIBHFI,,SHALIBHADRA FINANCE LTD. investor relations
INE861E01019,Shyama Computronics and Servic,BSE,SHYAMACOMP,,Shyama Computronics and Servic investor relations
INE861H01020,Nitin Castings Limited,BSE,NITINCAST,,Nitin Castings Limited investor relations
INE861N01036,GENPHARMASEC LIMITED,BSE,GENPHARMA,,GENPHARMASEC LIMITED investor relations
INE862B01013,INDIAN ACRYLICS LTD.,BSE,INDIANACRY,,INDIAN ACRYLICS LTD. investor relations
INE862C01029,MUKAT PIPES LTD.,BSE,MUKATPIP,,MUKAT PIPES LTD. investor relations
INE862Y01015,Banka BioLoo Limited,NSE,,BANKA,Banka BioLoo Limited investor relations
INE863B01029,PREMIER EXPLOSIVES LTD.,"BSE, NSE",PREMEXPLN,PREMEXPLN,PREMIER EXPLOSIVES LTD. investor relations
INE863C01019,HITTCO TOOLS LTD.,BSE,HITTCO,,HITTCO TOOLS LTD. investor relations
INE863D01017,RANJIT SECURITIES LTD.,BSE,RANJITSE,,RANJIT SECURITIES LTD. investor relations
INE863I01016,BANG OVERSEAS LTD.,"BSE, NSE",BANG,BANG,BANG OVERSEAS LTD. investor relations
INE863T01013,JITF INFRALOGISTICS LIMITED,"BSE, NSE",JITFINFRA,JITFINFRA,JITF INFRALOGISTICS LIMITED investor relations
INE864D01015,RISHABH DIGHA STEEL & ALLIED P,BSE,RISHDIGA,,RISHABH DIGHA STEEL & ALLIED P investor relations
INE864E01021,Akar Auto Industries Limited,BSE,AAIL,,Akar Auto Industries Limited investor relations
INE864I01014,MTAR Technologies Limited,"BSE, NSE",MTARTECH,MTARTECH,MTAR Technologies Limited investor relations
INE864J01012,TAMBOLI INDUSTRIES LIMITED,BSE,TAMBOLIIN,,TAMBOLI INDUSTRIES LIMITED investor relations
INE864K01010,IRIS RegTech Solutions Limited,"BSE, NSE",IRIS,IRIS,IRIS RegTech Solutions Limited investor relations
INE864T01011,TIAAN CONSUMER LIMITED,BSE,TIAANC,,TIAAN CONSUMER LIMITED investor relations
INE864X01013,D.P. WIRES LIMITED,"BSE, NSE",DPWIRES,DPWIRES,D.P. WIRES LIMITED investor relations
INE865B01016,CHOKSI ASIA LIMITED,BSE,CHOKSI,,CHOKSI ASIA LIMITED investor relations
INE865C01022,ADITYA BIRLA MONEY LTD.,"BSE, NSE",BIRLAMONEY,BIRLAMONEY,ADITYA BIRLA MONEY LTD. investor relations
INE865D01012,JHAVERI CREDITS & CAPITAL LTD.,BSE,JHACC,,JHAVERI CREDITS & CAPITAL LTD. investor relations
INE865T01018,Pudumjee Paper Products Limite,"BSE, NSE",PDMJEPAPER,PDMJEPAPER,Pudumjee Paper Products Limite investor relations
INE866A01016,ECOBOARD INDUSTRIES LTD.,BSE,ECOBOAR,,ECOBOARD INDUSTRIES LTD. investor relations
INE866D01010,MARIS SPINNERS LTD.,BSE,MARIS,,MARIS SPINNERS LTD. investor relations
INE866K01023,INDOSOLAR LTD.,"BSE, NSE",WAAREEINDO,WAAREEINDO,INDOSOLAR LTD. investor relations
INE866R01028,Matrimony.com Limited,"BSE, NSE",MATRIMONY,MATRIMONY,Matrimony.com Limited investor relations
INE867A01022,MANUGRAPH INDIA LTD.,"BSE, NSE",MANUGRAPH,MANUGRAPH,MANUGRAPH INDIA LTD. investor relations
INE867C01010,ASM TECHNOLOGIES LTD.,BSE,ASMTEC,,ASM TECHNOLOGIES LTD. investor relations
INE867D01018,INDSIL HYDRO POWER AND MANGANE,BSE,INDSILHYD,,INDSIL HYDRO POWER AND MANGANE investor relations
INE868B01028,NCC LIMITED,"BSE, NSE",NCC,NCC,NCC LIMITED investor relations
INE868C01018,AHMEDABAD STEELCRAFT LTD.,BSE,AHMDSTE,,AHMEDABAD STEELCRAFT LTD. investor relations
INE868G01019,GAJANAN SECURITIES SERVICES LT,BSE,GAJANANSEC,,GAJANAN SECURITIES SERVICES LT investor relations
INE868X01014,The Yamuna Syndicate Ltd,BSE,YSL,,The Yamuna Syndicate Ltd investor relations
INE869A01010,NARMADA GELATINES LTD.,BSE,SHAWGELTIN,,NARMADA GELATINES LTD. investor relations
INE869I01013,GTPL Hathway Limited,"BSE, NSE",GTPL,GTPL,GTPL Hathway Limited investor relations
INE869Y01010,Tembo Global Industries Limited,NSE,,TEMBO,Tembo Global Industries Limited investor relations
INE870B01024,OK PLAY INDIA LTD.,BSE,OKPLA,,OK PLAY INDIA LTD. investor relations
INE870D01012,NATIONAL FERTILIZERS LTD.,"BSE, NSE",NFL,NFL,NATIONAL FERTILIZERS LTD. investor relations
INE870H01013,NETWORK18 MEDIA & INVESTMENTS,"BSE, NSE",NETWORK18,NETWORK18,NETWORK18 MEDIA & INVESTMENTS investor relations
INE870J01019,SILVER OAK (INDIA) LTD.,BSE,SILVOAK,,SILVER OAK (INDIA) LTD. investor relations
INE871C01038,AVANTI FEEDS LTD.,"BSE, NSE",AVANTIFEED,AVANTIFEED,AVANTI FEEDS LTD. investor relations
INE871H01011,GSS INFOTECH LTD.,"BSE, NSE",GSS,GSS,GSS INFOTECH LTD. investor relations
INE871K01015,HINDUSTAN MEDIA VENTURES LTD.,"BSE, NSE",HMVL,HMVL,HINDUSTAN MEDIA VENTURES LTD. investor relations
INE871L01013,TV VISION LIMITED,"BSE, NSE",TVVISION,TVVISION,TV VISION LIMITED investor relations
INE871Z20013,DR LALCHANDANI LABS LIMITED,BSE,DLCL-RE,,DR LALCHANDANI LABS LIMITED investor relations
INE872E01016,DELTON CABLES LTD.,BSE,DLTNCBL,,DELTON CABLES LTD. investor relations
INE872H01027,LUMAX AUTO TECHNOLOGIES LTD.,"BSE, NSE",LUMAXTECH,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD. investor relations
INE872J01023,Devyani International Limited,"BSE, NSE",DEVYANI,DEVYANI,Devyani International Limited investor relations
INE873D01024,INDOCO REMEDIES LTD.,"BSE, NSE",INDOCO,INDOCO,INDOCO REMEDIES LTD. investor relations
